,molecule_id,mutated_before,well_id,leftUID,rightUID,id0,UID_left_mutation,UID_right_mutation
397,1,False,0,1211,19380,5992,0,0
398,1,False,0,9714,9714,6089,0,0
399,1,False,0,1218,19494,6220,0,0
400,1,False,0,4881,4881,6283,0,0
401,1,False,0,1221,19542,6316,0,0
402,1,False,0,1230,19687,6606,0,0
403,1,False,0,4924,4924,6627,0,0
404,1,False,0,9887,9887,6781,0,0
405,1,False,0,1246,19940,7112,0,0
406,1,False,0,4988,19953,7138,0,0
407,1,False,0,4989,4989,7147,0,0
408,1,False,0,4991,4991,7163,0,0
409,1,False,0,2499,19994,7220,0,0
410,1,False,0,625,625,7263,0,0
411,1,False,0,1254,20068,7368,0,0
412,1,False,0,1262,20196,7624,0,0
413,1,False,0,10099,10099,7629,0,0
414,1,False,0,10143,10143,7805,0,0
415,1,False,0,5098,5098,8019,0,0
416,1,False,0,2549,20395,8022,0,0
417,1,False,0,5117,5117,8171,0,0
418,1,False,0,2560,2560,8199,0,0
419,1,False,0,641,641,8287,0,0
420,1,False,0,10271,10271,8317,0,0
421,1,False,0,5144,20577,8386,0,0
422,1,False,0,5160,5160,8515,0,0
423,1,False,0,161,20664,8560,0,0
424,1,False,0,2602,2602,8871,0,0
425,1,False,0,651,651,8927,0,0
426,1,False,0,5245,20981,9194,0,0
427,1,False,0,10495,10495,9213,0,0
428,1,False,0,656,656,9247,0,0
429,1,False,0,5255,21021,9274,0,0
430,1,False,0,657,21038,9308,0,0
431,1,False,0,658,21068,9368,0,0
432,1,False,0,10579,10579,9549,0,0
433,1,False,0,10607,10607,9661,0,0
434,1,False,0,1326,21222,9676,0,0
435,1,False,0,332,21278,9788,0,0
436,1,False,0,667,21359,9950,0,0
437,1,False,0,10719,10719,10109,0,0
438,1,False,0,5379,5379,10267,0,0
439,1,False,0,682,21838,10908,0,0
440,1,False,0,2730,2730,10919,0,0
441,1,False,0,5480,21921,11074,0,0
442,1,False,0,1370,21924,11080,0,0
443,1,False,0,5486,21945,11122,0,0
444,1,False,0,171,171,11135,0,0
445,1,False,0,1374,21991,11214,0,0
446,1,False,0,2758,22066,11364,0,0
447,1,False,0,11034,11034,11369,0,0
448,1,False,0,5525,5525,11435,0,0
449,1,False,0,346,22175,11582,0,0
450,1,False,0,173,22176,11584,0,0
451,1,False,0,2777,22218,11668,0,0
452,1,False,0,11114,11114,11689,0,0
453,1,False,0,5570,5570,11795,0,0
454,1,False,0,11188,11188,11985,0,0
455,1,False,0,11189,11189,11989,0,0
456,1,False,0,1402,22438,12108,0,0
457,1,False,0,1402,1402,12111,0,0
458,1,False,0,11258,11258,12265,0,0
459,1,False,0,1,22528,12288,0,0
460,1,False,0,1410,22566,12364,0,0
461,1,False,0,705,22568,12368,0,0
462,1,False,0,11317,11317,12501,0,0
463,1,False,0,5678,5678,12659,0,0
464,1,False,0,5693,5693,12779,0,0
465,1,False,0,11390,11390,12793,0,0
466,1,False,0,1424,22790,12812,0,0
467,1,False,0,5704,5704,12867,0,0
468,1,False,0,11422,11422,12921,0,0
469,1,False,0,5711,22845,12922,0,0
470,1,False,0,714,22856,12944,0,0
471,1,False,0,357,22878,12988,0,0
472,1,False,0,717,717,13151,0,0
473,1,False,0,5770,5770,13395,0,0
474,1,False,0,5781,5781,13483,0,0
475,1,False,0,5794,23177,13586,0,0
476,1,False,0,5816,5816,13763,0,0
477,1,False,0,1456,1456,13839,0,0
478,1,False,0,11,23550,14332,0,0
479,1,False,0,5891,23565,14362,0,0
480,1,False,0,368,23583,14398,0,0
481,1,False,0,11802,11802,14441,0,0
482,1,False,0,1475,23606,14444,0,0
483,1,False,0,2955,23642,14516,0,0
484,1,False,0,369,23646,14524,0,0
485,1,False,0,11832,11832,14561,0,0
486,1,False,0,92,23672,14576,0,0
487,1,False,0,2959,2959,14583,0,0
488,1,False,0,92,23676,14584,0,0
489,1,False,0,5921,5921,14603,0,0
490,1,False,0,1481,1481,14639,0,0
491,1,False,0,5931,23725,14682,0,0
492,1,False,0,5932,5932,14691,0,0
493,1,False,0,742,23756,14744,0,0
494,1,False,0,371,23760,14752,0,0
495,1,False,0,93,23934,15100,0,0
496,1,False,0,748,23951,15134,0,0
497,1,False,0,375,24024,15280,0,0
498,1,False,0,6018,24073,15378,0,0
499,1,False,0,12074,12074,15529,0,0
500,1,False,0,3032,24259,15750,0,0
501,1,False,0,12148,12148,15825,0,0
502,1,False,0,12177,12177,15941,0,0
503,1,False,0,12178,12178,15945,0,0
504,1,False,0,3064,24514,16260,0,0
505,1,False,0,6138,24553,16338,0,0
506,1,False,0,768,24588,16408,0,0
507,1,False,0,3080,3080,16519,0,0
508,1,False,0,12354,12354,16649,0,0
509,1,False,0,1545,24724,16680,0,0
510,1,False,0,3100,3100,16839,0,0
511,1,False,0,48,24830,16892,0,0
512,1,False,0,1555,24884,17000,0,0
513,1,False,0,3113,3113,17047,0,0
514,1,False,0,1557,1557,17071,0,0
515,1,False,0,1565,25047,17326,0,0
516,1,False,0,12539,12539,17389,0,0
517,1,False,0,1570,25127,17486,0,0
518,1,False,0,785,25132,17496,0,0
519,1,False,0,196,25151,17534,0,0
520,1,False,0,12666,12666,17897,0,0
521,1,False,0,99,25456,18144,0,0
522,1,False,0,3182,3182,18151,0,0
523,1,False,0,12812,12812,18481,0,0
524,1,False,0,3204,25634,18500,0,0
525,1,False,0,3210,25683,18598,0,0
526,1,False,0,6424,6424,18627,0,0
527,1,False,0,6425,6425,18635,0,0
528,1,False,0,12892,12892,18801,0,0
529,1,False,0,12923,12923,18925,0,0
530,1,False,0,6489,6489,19147,0,0
531,1,False,0,13009,13009,19269,0,0
532,1,False,0,13051,13051,19437,0,0
533,1,False,0,6,26112,19456,0,0
534,1,False,0,6542,26169,19570,0,0
535,1,False,0,3272,26178,19588,0,0
536,1,False,0,818,26188,19608,0,0
537,1,False,0,13118,13118,19705,0,0
538,1,False,0,103,26495,20222,0,0
539,1,False,0,1658,26532,20296,0,0
540,1,False,0,6642,26569,20370,0,0
541,1,False,0,3327,26619,20470,0,0
542,1,False,0,1664,26631,20494,0,0
543,1,False,0,104,26748,20728,0,0
544,1,False,0,6691,6691,20763,0,0
545,1,False,0,3361,26891,21014,0,0
546,1,False,0,6726,6726,21043,0,0
547,1,False,0,3369,3369,21143,0,0
548,1,False,0,105,27000,21232,0,0
549,1,False,0,13513,13513,21285,0,0
550,1,False,0,13529,13529,21349,0,0
551,1,False,0,13531,13531,21357,0,0
552,1,False,0,848,27144,21520,0,0
553,1,False,0,3396,27170,21572,0,0
554,1,False,0,6816,6816,21763,0,0
555,1,False,0,852,27279,21790,0,0
556,1,False,0,426,27280,21792,0,0
557,1,False,0,6820,6820,21795,0,0
558,1,False,0,13670,13670,21913,0,0
559,1,False,0,13689,13689,21989,0,0
560,1,False,0,3425,3425,22039,0,0
561,1,False,0,6868,27473,22178,0,0
562,1,False,0,429,27480,22192,0,0
563,1,False,0,3437,27499,22230,0,0
564,1,False,0,107,27504,22240,0,0
565,1,False,0,6890,27561,22354,0,0
566,1,False,0,13802,13802,22441,0,0
567,1,False,0,13852,13852,22641,0,0
568,1,False,0,3469,3469,22743,0,0
569,1,False,0,3472,3472,22791,0,0
570,1,False,0,1736,1736,22799,0,0
571,1,False,0,869,27820,22872,0,0
572,1,False,0,877,877,23391,0,0
573,1,False,0,1756,28100,23432,0,0
574,1,False,0,3520,28162,23556,0,0
575,1,False,0,3522,28178,23588,0,0
576,1,False,0,7062,7062,23731,0,0
577,1,False,0,110,28280,23792,0,0
578,1,False,0,7081,28325,23882,0,0
579,1,False,0,7089,7089,23947,0,0
580,1,False,0,3546,28370,23972,0,0
581,1,False,0,1774,28391,24014,0,0
582,1,False,0,3549,28395,24022,0,0
583,1,False,0,14202,14202,24041,0,0
584,1,False,0,7105,28421,24074,0,0
585,1,False,0,14243,14243,24205,0,0
586,1,False,0,3561,28490,24212,0,0
587,1,False,0,14248,14248,24225,0,0
588,1,False,0,3563,3563,24247,0,0
589,1,False,0,14262,14262,24281,0,0
590,1,False,0,3567,28539,24310,0,0
591,1,False,0,14281,14281,24357,0,0
592,1,False,0,3572,28579,24390,0,0
593,1,False,0,14307,14307,24461,0,0
594,1,False,0,7162,7162,24531,0,0
595,1,False,0,7194,7194,24787,0,0
596,1,False,0,14488,14488,25185,0,0
597,1,False,0,3624,28995,25222,0,0
598,1,False,0,113,29054,25340,0,0
599,1,False,0,7275,7275,25435,0,0
600,1,False,0,1821,29140,25512,0,0
601,1,False,0,7302,29209,25650,0,0
602,1,False,0,7303,29213,25658,0,0
603,1,False,0,7331,7331,25883,0,0
604,1,False,0,3671,29371,25974,0,0
605,1,False,0,459,29400,26032,0,0
606,1,False,0,460,460,26175,0,0
607,1,False,0,14736,14736,26177,0,0
608,1,False,0,14773,14773,26325,0,0
609,1,False,0,7407,7407,26491,0,0
610,1,False,0,14820,14820,26513,0,0
611,1,False,0,464,29727,26686,0,0
612,1,False,0,14900,14900,26833,0,0
613,1,False,0,14948,14948,27025,0,0
614,1,False,0,14999,14999,27229,0,0
615,1,False,0,15025,15025,27333,0,0
616,1,False,0,3760,30083,27398,0,0
617,1,False,0,7530,7530,27475,0,0
618,1,False,0,235,30142,27516,0,0
619,1,False,0,3768,3768,27527,0,0
620,1,False,0,942,30158,27548,0,0
621,1,False,0,471,30172,27576,0,0
622,1,False,0,29,30176,27584,0,0
623,1,False,0,15133,15133,27765,0,0
624,1,False,0,7567,30269,27770,0,0
625,1,False,0,15172,15172,27921,0,0
626,1,False,0,948,948,27935,0,0
627,1,False,0,7595,7595,27995,0,0
628,1,False,0,3800,30402,28036,0,0
629,1,False,0,238,30496,28224,0,0
630,1,False,0,15280,15280,28353,0,0
631,1,False,0,15335,15335,28573,0,0
632,1,False,0,3834,30675,28582,0,0
633,1,False,0,1918,30692,28616,0,0
634,1,False,0,1920,30726,28684,0,0
635,1,False,0,7694,30777,28786,0,0
636,1,False,0,3853,30827,28886,0,0
637,1,False,0,15432,15432,28961,0,0
638,1,False,0,7729,7729,29067,0,0
639,1,False,0,1932,30919,29070,0,0
640,1,False,0,968,30988,29208,0,0
641,1,False,0,15504,15504,29249,0,0
642,1,False,0,3881,3881,29335,0,0
643,1,False,0,15530,15530,29353,0,0
644,1,False,0,121,31100,29432,0,0
645,1,False,0,3889,3889,29463,0,0
646,1,False,0,7814,7814,29747,0,0
647,1,False,0,15678,15678,29945,0,0
648,1,False,0,15701,15701,30037,0,0
649,1,False,0,245,31408,30048,0,0
650,1,False,0,1966,1966,30159,0,0
651,1,False,0,15789,15789,30389,0,0
652,1,False,0,7914,7914,30547,0,0
653,1,False,0,7924,31697,30626,0,0
654,1,False,0,3963,3963,30647,0,0
655,1,False,0,15868,15868,30705,0,0
656,1,False,0,15872,15872,30721,0,0
657,1,False,0,496,31774,30780,0,0
658,1,False,0,15908,15908,30865,0,0
659,1,False,0,1992,1992,30991,0,0
660,1,False,0,7988,31953,31138,0,0
661,1,False,0,499,31964,31160,0,0
662,1,False,0,499,31967,31166,0,0
663,1,False,0,8010,32041,31314,0,0
664,1,False,0,16023,16023,31325,0,0
665,1,False,0,16090,16090,31593,0,0
