well_id,molecule_id,UID,mean,len
0,0,7283,0.0,14
0,0,7374,0.0,6
0,0,7455,0.0,8
0,0,7468,0.0,14
0,0,7484,0.0,32
0,0,7506,0.0,6
0,0,7523,0.0,14
0,0,7592,0.0,10
0,0,7668,0.0,6
0,0,7773,0.0,6
0,0,7889,0.0,10
0,0,7975,0.0,18
0,0,8012,0.0,12
0,0,8099,0.0,22
0,0,8162,0.0,18
0,0,8592,0.0,18
0,0,8669,0.0,18
0,0,8757,0.0,16
0,0,8909,0.0,18
0,0,9009,0.0,18
0,0,9042,0.0,20
0,0,9113,0.0,16
0,0,9185,0.0,10
0,0,9299,0.0,12
0,0,9406,0.0,10
0,0,9607,0.0,14
0,0,9990,0.0,16
0,0,10052,0.0,20
0,0,10156,0.0,24
0,0,10231,0.0,10
0,0,10267,0.0,14
0,0,10477,0.0,20
0,0,10492,0.0,24
0,0,10577,0.0,18
0,0,10603,0.0,8
0,0,10639,0.0,14
0,0,10703,0.0,12
0,0,10752,0.0,22
0,0,10765,0.0,20
0,0,10819,0.0,24
0,0,10888,0.0,12
0,0,11137,0.0,18
0,0,11205,0.0,12
0,0,11272,0.0,20
0,0,11273,0.0,26
0,0,11340,0.0,12
0,0,11494,0.0,14
0,0,11504,0.0,26
0,0,11565,0.0,22
0,0,11709,0.0,8
0,0,11952,0.0,22
0,0,11961,0.0,8
0,0,11962,0.0,14
0,0,11981,0.0,14
0,0,12272,0.0,16
0,0,12311,0.0,16
0,0,12372,0.0,10
0,0,12566,0.0,10
0,0,12584,0.0,12
0,0,12620,0.0,8
0,0,12684,0.0,12
0,0,12697,0.0,4
0,0,13082,0.0,16
0,0,13228,0.0,14
0,0,13233,0.0,14
0,0,13307,0.0,20
0,0,13326,0.0,12
0,0,13575,0.0,18
0,0,13627,0.0,12
0,0,13649,0.0,14
0,0,13704,0.0,10
0,0,13706,0.0,16
0,0,13868,0.0,12
0,0,13905,0.0,22
0,0,14233,0.0,20
0,0,14372,0.0,12
0,0,14501,0.0,18
0,0,14575,0.0,12
0,0,14590,0.0,12
0,0,14659,0.0,12
0,0,14668,0.0,20
0,0,14732,0.0,14
0,0,14764,0.0,10
0,0,14790,0.0,14
0,0,14825,0.0,16
0,0,14932,0.0,18
0,0,14961,0.0,20
0,0,15176,0.0,10
0,0,15537,0.0,32
0,0,15619,0.0,26
0,0,15873,0.0,14
0,0,15880,0.0,6
0,0,15918,0.0,8
0,0,15926,0.0,10
0,0,15976,0.0,14
0,0,15997,0.0,12
0,0,16003,0.0,16
0,0,16120,0.0,24
0,0,16139,0.0,18
0,0,16210,0.0,10
0,0,16229,0.0,8
0,0,16390,0.0,12
0,0,16469,0.0,2
0,0,16470,0.0,6
0,0,16517,0.0,14
0,0,16754,0.0,4
0,0,17062,0.0,10
0,0,17300,0.0,8
0,0,17390,0.0,4
0,0,17745,0.0,6
0,0,17836,0.0,8
0,0,17856,0.0,4
0,0,17881,0.0,10
0,0,17938,0.0,8
0,0,18002,0.0,8
0,0,18042,0.0,4
0,0,18076,0.0,8
0,0,18315,0.0,4
0,0,18368,0.0,4
0,0,18420,0.0,6
0,0,18550,0.0,16
0,0,18559,0.0,8
0,0,18626,0.0,8
0,0,18637,0.0,12
0,0,18713,0.0,10
0,0,18933,0.0,10
0,0,19368,0.0,8
0,0,19398,0.0,14
0,0,19495,0.0,8
0,0,19623,0.0,12
0,0,19679,0.0,12
0,0,20101,0.0,2
0,0,20125,0.0,8
0,0,20132,0.0,8
0,0,20205,0.0,4
0,0,20420,0.0,8
0,0,20607,0.0,8
0,0,20642,0.0,2
0,0,20840,0.0,6
0,0,20889,0.0,12
0,0,20891,0.0,10
0,0,20903,0.0,10
0,0,20940,0.0,12
0,0,21141,0.0,4
0,0,21379,0.0,12
0,0,21458,0.0,8
0,0,21504,0.0,6
0,0,21784,0.0,12
0,0,21802,0.0,16
0,0,21835,0.0,8
0,0,21936,0.0,12
0,0,21973,0.0,10
0,0,22276,0.0,4
0,0,22335,0.0,12
0,0,22481,0.0,10
0,0,22737,0.0,4
0,0,22773,0.0,10
0,0,22787,0.0,10
0,0,22824,0.0,16
0,0,22942,0.0,12
0,0,23171,0.0,6
0,0,23390,0.0,14
0,0,23435,0.0,10
0,0,23479,0.0,6
0,0,23634,0.0,2
0,0,23713,0.0,10
0,0,23999,0.0,4
0,0,24224,0.0,6
0,0,24238,0.0,10
0,0,24525,0.0,10
0,0,24652,0.0,8
0,0,24681,0.0,14
0,0,24825,0.0,4
0,0,25089,0.0,14
0,0,25182,0.0,8
0,0,25201,0.0,8
0,0,25322,0.0,16
0,0,25421,0.0,4
0,0,25466,0.0,12
0,0,25501,0.0,14
0,0,25506,0.0,8
0,0,25528,0.0,12
0,0,25630,0.0,4
0,0,26131,0.0,6
0,0,26198,0.0,6
0,0,26359,0.0,8
0,0,26386,0.0,6
0,0,26673,0.0,10
0,0,27219,0.0,10
0,0,27317,0.0,4
0,0,27346,0.0,2
0,0,27417,0.0,8
0,0,27624,0.0,2
0,0,27639,0.0,10
0,0,27701,0.0,6
0,0,27718,0.0,4
0,0,27869,0.0,14
0,0,27942,0.0,12
0,0,28066,0.0,10
0,0,28281,0.0,10
0,0,28293,0.0,16
0,0,28444,0.0,10
0,0,28457,0.0,6
0,0,28692,0.0,6
0,0,28746,0.0,14
0,0,28764,0.0,14
0,0,28894,0.0,6
0,0,29036,0.0,8
0,0,29097,0.0,6
0,0,29202,0.0,12
0,0,29277,0.0,6
0,0,29497,0.0,10
0,0,29758,0.0,8
0,0,29821,0.0,8
0,0,29947,0.0,4
0,0,30025,0.0,8
0,0,30064,0.0,6
0,0,30182,0.0,10
0,0,30291,0.0,14
0,0,30311,0.0,10
0,0,30460,0.0,12
0,0,30531,0.0,6
0,0,30586,0.0,6
0,0,30673,0.0,8
0,0,30678,0.0,14
0,0,30918,0.0,6
0,0,30935,0.0,8
0,0,30976,0.0,4
0,0,31093,0.0,8
0,0,31124,0.0,12
0,0,31519,0.0,8
0,0,31532,0.0,16
0,0,31557,0.0,14
0,0,31874,0.0,4
0,0,31946,0.0,6
0,0,32049,0.0,2
0,0,32094,0.0,2
0,0,32275,0.0,8
0,0,32370,0.0,6
0,1,4,0.0,8
0,1,5,0.0,14
0,1,30,0.0,6
0,1,59,0.0,4
0,1,69,0.0,24
0,1,72,0.0,12
0,1,80,0.0,10
0,1,117,0.0,2
0,1,171,0.0,6
0,1,174,0.0,12
0,1,187,0.0,6
0,1,189,0.0,12
0,1,199,0.0,8
0,1,228,0.0,6
0,1,232,0.0,8
0,1,282,0.0,6
0,1,307,0.0,10
0,1,340,0.0,10
0,1,357,0.0,18
0,1,358,0.0,6
0,1,365,0.0,6
0,1,385,0.0,28
0,1,393,0.0,6
0,1,400,0.0,8
0,1,444,0.0,6
0,1,451,0.0,6
0,1,485,0.0,12
0,1,492,0.0,10
0,1,501,0.0,6
0,1,543,0.0,4
0,1,557,0.0,10
0,1,566,0.0,6
0,1,605,0.0,10
0,1,654,0.0,8
0,1,713,0.0,8
0,1,757,0.0,22
0,1,770,0.0,8
0,1,779,0.0,14
0,1,798,0.0,10
0,1,863,0.0,18
0,1,907,0.0,4
0,1,928,0.0,6
0,1,985,0.0,8
0,1,1024,0.0,12
0,1,1029,0.0,14
0,1,1066,0.0,4
0,1,1081,0.0,2
0,1,1098,0.0,16
0,1,1151,0.0,14
0,1,1159,0.0,6
0,1,1212,0.0,8
0,1,1218,0.0,6
0,1,1226,0.0,10
0,1,1229,0.0,10
0,1,1258,0.0,8
0,1,1269,0.0,10
0,1,1276,0.0,4
0,1,1306,0.0,10
0,1,1328,0.0,22
0,1,1377,0.0,30
0,1,1392,0.0,20
0,1,1410,0.0,2
0,1,1447,0.0,12
0,1,1467,0.0,2
0,1,1637,0.0,4
0,1,1647,0.0,6
0,1,1727,0.0,14
0,1,1732,0.0,12
0,1,1733,0.0,24
0,1,1746,0.0,8
0,1,1768,0.0,26
0,1,1793,0.0,6
0,1,1886,0.0,8
0,1,1894,0.0,4
0,1,1917,0.0,12
0,1,1932,0.0,6
0,1,1933,0.0,6
0,1,1945,0.0,6
0,1,2032,0.0,8
0,1,2094,0.0,6
0,1,2098,0.0,32
0,1,2144,0.0,20
0,1,2242,0.0,4
0,1,2250,0.0,14
0,1,2255,0.0,6
0,1,2268,0.0,28
0,1,2289,0.0,14
0,1,2309,0.0,8
0,1,2328,0.0,4
0,1,2435,0.0,10
0,1,2516,0.0,24
0,1,2580,0.0,8
0,1,2587,0.0,16
0,1,2589,0.0,10
0,1,2611,0.0,6
0,1,2672,0.0,4
0,1,2682,0.0,10
0,1,2725,0.0,10
0,1,2729,0.0,8
0,1,2752,0.0,24
0,1,2848,0.0,6
0,1,2896,0.0,10
0,1,2929,0.0,4
0,1,2954,0.0,8
0,1,2973,0.0,2
0,1,3165,0.0,2
0,1,3173,0.0,22
0,1,3183,0.0,8
0,1,3188,0.0,4
0,1,3191,0.0,14
0,1,3195,0.0,10
0,1,3213,0.0,18
0,1,3214,0.0,24
0,1,3266,0.0,10
0,1,3291,0.0,16
0,1,3298,0.0,6
0,1,3324,0.0,12
0,1,3326,0.0,22
0,1,3364,0.0,8
0,1,3373,0.0,8
0,1,3402,0.0,10
0,1,3448,0.0,24
0,1,3475,0.0,14
0,1,3493,0.0,6
0,1,3508,0.0,14
0,1,3537,0.0,10
0,1,3593,0.0,10
0,1,3650,0.0,8
0,1,3681,0.0,8
0,1,3743,0.0,8
0,1,3756,0.0,10
0,1,3786,0.0,4
0,1,3803,0.0,6
0,1,3816,0.0,8
0,1,3823,0.0,12
0,1,3891,0.0,6
0,1,3914,0.0,12
0,1,3925,0.0,10
0,1,3984,0.0,8
0,1,3993,0.0,8
0,1,4034,0.0,8
0,1,4046,0.0,4
0,1,4099,0.0,20
0,1,4117,0.0,10
0,1,4129,0.0,6
0,1,4144,0.0,18
0,1,4405,0.0,18
0,1,4436,0.0,8
0,1,4470,0.0,8
0,1,4607,0.0,10
0,1,4659,0.0,8
0,1,4678,0.0,8
0,1,4715,0.0,14
0,1,4733,0.0,8
0,1,4797,0.0,18
0,1,5008,0.0,12
0,1,5025,0.0,10
0,1,5031,0.0,8
0,1,5048,0.0,26
0,1,5051,0.0,2
0,1,5108,0.0,12
0,1,5222,0.0,2
0,1,5285,0.0,4
0,1,5374,0.0,24
0,1,5493,0.0,4
0,1,5531,0.0,16
0,1,5556,0.0,12
0,1,5620,0.0,6
0,1,5684,0.0,4
0,1,5689,0.0,18
0,1,5693,0.0,6
0,1,5743,0.0,18
0,1,5878,0.0,20
0,1,5928,0.0,14
0,1,5956,0.0,6
0,1,5972,0.0,18
0,1,5997,0.0,18
0,1,6018,0.0,6
0,1,6034,0.0,24
0,1,6047,0.0,14
0,1,6131,0.0,10
0,1,6170,0.0,6
0,1,6206,0.0,8
0,1,6215,0.0,16
0,1,6272,0.0,10
0,1,6285,0.0,20
0,1,6300,0.0,4
0,1,6355,0.0,6
0,1,6375,0.0,12
0,1,6452,0.0,16
0,1,6490,0.0,16
0,1,6500,0.0,20
0,1,6593,0.0,12
0,1,6668,0.0,18
0,1,6792,0.0,14
0,1,6820,0.0,10
0,1,6829,0.0,6
0,1,6854,0.0,12
0,1,6857,0.0,20
0,1,6876,0.0,14
0,1,6913,0.0,16
0,1,6925,0.0,6
0,1,6967,0.0,6
0,1,7059,0.0,8
0,1,7070,0.0,12
0,1,7073,0.0,14
0,1,7114,0.0,6
0,1,7274,0.0,6
0,1,7283,0.0,16
0,1,7319,0.0,8
0,1,7374,0.0,8
0,1,7455,0.0,6
0,1,7468,0.0,16
0,1,7484,0.0,24
0,1,7506,0.0,8
0,1,7523,0.0,18
0,1,7592,0.0,10
0,1,7668,0.0,16
0,1,7773,0.0,6
0,1,7889,0.0,8
0,1,7975,0.0,12
0,1,8012,0.0,6
0,1,8099,0.0,16
0,1,8162,0.0,10
0,1,8186,0.0,10
0,1,8592,0.0,10
0,1,8669,0.0,18
0,1,8757,0.0,10
0,1,8909,0.0,16
0,1,8959,0.0,30
0,1,9009,0.0,6
0,1,9042,0.0,10
0,1,9113,0.0,8
0,1,9185,0.0,34
0,1,9248,0.0,12
0,1,9299,0.0,12
0,1,9406,0.0,18
0,1,9607,0.0,12
0,1,9699,0.0,12
0,1,9873,0.0,12
0,1,9990,0.0,20
0,1,10052,0.0,18
0,1,10156,0.0,22
0,1,10231,0.0,6
0,1,10267,0.0,16
0,1,10477,0.0,20
0,1,10492,0.0,12
0,1,10577,0.0,18
0,1,10603,0.0,28
0,1,10639,0.0,8
0,1,10703,0.0,12
0,1,10752,0.0,26
0,1,10765,0.0,4
0,1,10819,0.0,24
0,1,10888,0.0,20
0,1,10964,0.0,10
0,1,10996,0.0,8
0,1,11137,0.0,24
0,1,11205,0.0,12
0,1,11272,0.0,22
0,1,11273,0.0,20
0,1,11340,0.0,24
0,1,11494,0.0,20
0,1,11504,0.0,10
0,1,11565,0.0,16
0,1,11709,0.0,22
0,1,11722,0.0,24
0,1,11952,0.0,30
0,1,11961,0.0,10
0,1,11962,0.0,16
0,1,11981,0.0,12
0,1,12272,0.0,20
0,1,12311,0.0,26
0,1,12372,0.0,10
0,1,12566,0.0,16
0,1,12584,0.0,22
0,1,12620,0.0,12
0,1,12684,0.0,24
0,1,12697,0.0,22
0,1,13082,0.0,22
0,1,13228,0.0,22
0,1,13233,0.0,18
0,1,13307,0.0,16
0,1,13326,0.0,16
0,1,13575,0.0,14
0,1,13627,0.0,16
0,1,13649,0.0,30
0,1,13704,0.0,18
0,1,13706,0.0,18
0,1,13868,0.0,16
0,1,13905,0.0,20
0,1,14233,0.0,8
0,1,14372,0.0,14
0,1,14501,0.0,16
0,1,14572,0.0,18
0,1,14575,0.0,16
0,1,14590,0.0,12
0,1,14659,0.0,18
0,1,14668,0.0,22
0,1,14732,0.0,22
0,1,14764,0.0,28
0,1,14790,0.0,20
0,1,14825,0.0,22
0,1,14932,0.0,14
0,1,14961,0.0,16
0,1,15176,0.0,6
0,1,15537,0.0,20
0,1,15619,0.0,6
0,1,15873,0.0,34
0,1,15880,0.0,18
0,1,15918,0.0,6
0,1,15926,0.0,18
0,1,15976,0.0,14
0,1,15997,0.0,20
0,1,16003,0.0,16
0,1,16120,0.0,20
0,1,16139,0.0,4
0,1,16210,0.0,16
0,1,16229,0.0,16
0,1,16358,0.0,28
0,1,16390,0.0,8
0,1,16469,0.0,4
0,1,16470,0.0,8
0,1,16517,0.0,6
0,1,16754,0.0,10
0,1,17062,0.0,6
0,1,17300,0.0,2
0,1,17390,0.0,2
0,1,17745,0.0,14
0,1,17836,0.0,12
0,1,17881,0.0,12
0,1,17938,0.0,6
0,1,18002,0.0,12
0,1,18042,0.0,4
0,1,18076,0.0,8
0,1,18315,0.0,10
0,1,18368,0.0,6
0,1,18550,0.0,6
0,1,18559,0.0,12
0,1,18626,0.0,6
0,1,18637,0.0,8
0,1,18713,0.0,6
0,1,18933,0.0,4
0,1,19368,0.0,8
0,1,19398,0.0,10
0,1,19482,0.0,10
0,1,19495,0.0,4
0,1,19623,0.0,8
0,1,19671,0.0,4
0,1,19679,0.0,8
0,1,20101,0.0,12
0,1,20125,0.0,14
0,1,20132,0.0,10
0,1,20205,0.0,14
0,1,20420,0.0,8
0,1,20607,0.0,6
0,1,20642,0.0,4
0,1,20840,0.0,2
0,1,20889,0.0,8
0,1,20891,0.0,6
0,1,20903,0.0,8
0,1,20940,0.0,4
0,1,21141,0.0,6
0,1,21379,0.0,10
0,1,21458,0.0,4
0,1,21504,0.0,12
0,1,21784,0.0,10
0,1,21802,0.0,6
0,1,21835,0.0,8
0,1,21936,0.0,12
0,1,21973,0.0,6
0,1,22276,0.0,8
0,1,22335,0.0,4
0,1,22481,0.0,6
0,1,22737,0.0,2
0,1,22773,0.0,6
0,1,22787,0.0,14
0,1,22824,0.0,10
0,1,22942,0.0,10
0,1,23171,0.0,14
0,1,23390,0.0,8
0,1,23435,0.0,14
0,1,23479,0.0,6
0,1,23634,0.0,14
0,1,23713,0.0,16
0,1,23787,0.0,8
0,1,23999,0.0,12
0,1,24073,0.0,6
0,1,24224,0.0,8
0,1,24238,0.0,8
0,1,24525,0.0,4
0,1,24652,0.0,6
0,1,24681,0.0,12
0,1,24825,0.0,18
0,1,25089,0.0,18
0,1,25182,0.0,20
0,1,25201,0.0,8
0,1,25322,0.0,10
0,1,25421,0.0,10
0,1,25466,0.0,6
0,1,25501,0.0,10
0,1,25506,0.0,6
0,1,25528,0.0,8
0,1,25630,0.0,6
0,1,26131,0.0,12
0,1,26198,0.0,8
0,1,26359,0.0,10
0,1,26386,0.0,12
0,1,26673,0.0,10
0,1,26986,0.0,8
0,1,27219,0.0,2
0,1,27317,0.0,12
0,1,27417,0.0,14
0,1,27624,0.0,16
0,1,27639,0.0,8
0,1,27701,0.0,6
0,1,27718,0.0,8
0,1,27869,0.0,4
0,1,27942,0.0,10
0,1,27947,0.0,6
0,1,28066,0.0,14
0,1,28281,0.0,8
0,1,28293,0.0,6
0,1,28298,0.0,4
0,1,28444,0.0,8
0,1,28457,0.0,8
0,1,28692,0.0,8
0,1,28746,0.0,12
0,1,28764,0.0,10
0,1,28894,0.0,8
0,1,29036,0.0,10
0,1,29097,0.0,16
0,1,29202,0.0,18
0,1,29240,0.0,8
0,1,29277,0.0,6
0,1,29497,0.0,8
0,1,29758,0.0,10
0,1,29821,0.0,12
0,1,29947,0.0,16
0,1,30025,0.0,8
0,1,30064,0.0,6
0,1,30182,0.0,12
0,1,30291,0.0,2
0,1,30311,0.0,8
0,1,30426,0.0,10
0,1,30460,0.0,6
0,1,30531,0.0,8
0,1,30586,0.0,4
0,1,30673,0.0,18
0,1,30678,0.0,12
0,1,30918,0.0,6
0,1,30935,0.0,8
0,1,30976,0.0,12
0,1,31093,0.0,10
0,1,31124,0.0,6
0,1,31131,0.0,8
0,1,31314,0.0,14
0,1,31519,0.0,12
0,1,31532,0.0,6
0,1,31557,0.0,8
0,1,31874,0.0,6
0,1,31946,0.0,8
0,1,32049,0.0,4
0,1,32094,0.0,12
0,1,32275,0.0,18
0,1,32370,0.0,6
0,1,32745,0.0,2
0,2,4,0.0,14
0,2,5,0.0,2
0,2,9,0.0,10
0,2,30,0.0,12
0,2,59,0.0,12
0,2,69,0.0,14
0,2,72,0.0,6
0,2,80,0.0,6
0,2,117,0.0,26
0,2,171,0.0,12
0,2,174,0.0,12
0,2,187,0.0,12
0,2,189,0.0,4
0,2,199,0.0,12
0,2,228,0.0,10
0,2,232,0.0,6
0,2,267,0.0,10
0,2,282,0.0,4
0,2,307,0.0,8
0,2,340,0.0,2
0,2,357,0.0,12
0,2,358,0.0,4
0,2,365,0.0,4
0,2,385,0.0,20
0,2,393,0.0,8
0,2,400,0.0,12
0,2,444,0.0,6
0,2,449,0.0,4
0,2,451,0.0,2
0,2,485,0.0,12
0,2,492,0.0,24
0,2,501,0.0,14
0,2,543,0.0,10
0,2,557,0.0,12
0,2,566,0.0,12
0,2,605,0.0,10
0,2,651,0.0,14
0,2,654,0.0,10
0,2,713,0.0,4
0,2,757,0.0,24
0,2,770,0.0,10
0,2,779,0.0,6
0,2,798,0.0,16
0,2,863,0.0,14
0,2,873,0.0,12
0,2,907,0.0,2
0,2,928,0.0,36
0,2,985,0.0,14
0,2,1024,0.0,10
0,2,1029,0.0,10
0,2,1066,0.0,12
0,2,1081,0.0,8
0,2,1098,0.0,14
0,2,1151,0.0,14
0,2,1159,0.0,10
0,2,1212,0.0,10
0,2,1218,0.0,6
0,2,1226,0.0,8
0,2,1229,0.0,10
0,2,1258,0.0,6
0,2,1269,0.0,18
0,2,1276,0.0,14
0,2,1306,0.0,8
0,2,1328,0.0,24
0,2,1377,0.0,14
0,2,1392,0.0,12
0,2,1410,0.0,2
0,2,1447,0.0,6
0,2,1467,0.0,4
0,2,1637,0.0,12
0,2,1647,0.0,6
0,2,1727,0.0,8
0,2,1732,0.0,12
0,2,1733,0.0,16
0,2,1746,0.0,2
0,2,1768,0.0,18
0,2,1793,0.0,8
0,2,1886,0.0,6
0,2,1894,0.0,10
0,2,1917,0.0,16
0,2,1932,0.0,8
0,2,1933,0.0,8
0,2,1945,0.0,10
0,2,2032,0.0,6
0,2,2083,0.0,4
0,2,2098,0.0,22
0,2,2144,0.0,10
0,2,2242,0.0,4
0,2,2250,0.0,6
0,2,2255,0.0,4
0,2,2268,0.0,10
0,2,2289,0.0,16
0,2,2309,0.0,16
0,2,2328,0.0,12
0,2,2369,0.0,22
0,2,2425,0.0,10
0,2,2435,0.0,8
0,2,2516,0.0,14
0,2,2580,0.0,12
0,2,2587,0.0,12
0,2,2589,0.0,10
0,2,2611,0.0,10
0,2,2672,0.0,8
0,2,2682,0.0,8
0,2,2725,0.0,8
0,2,2729,0.0,2
0,2,2752,0.0,16
0,2,2848,0.0,6
0,2,2896,0.0,12
0,2,2929,0.0,4
0,2,2954,0.0,8
0,2,2973,0.0,4
0,2,3165,0.0,8
0,2,3173,0.0,22
0,2,3183,0.0,10
0,2,3188,0.0,18
0,2,3191,0.0,18
0,2,3195,0.0,14
0,2,3213,0.0,22
0,2,3214,0.0,10
0,2,3266,0.0,2
0,2,3291,0.0,16
0,2,3298,0.0,6
0,2,3324,0.0,14
0,2,3326,0.0,4
0,2,3364,0.0,20
0,2,3373,0.0,8
0,2,3402,0.0,6
0,2,3448,0.0,18
0,2,3471,0.0,12
0,2,3475,0.0,18
0,2,3493,0.0,4
0,2,3508,0.0,10
0,2,3537,0.0,8
0,2,3593,0.0,6
0,2,3650,0.0,6
0,2,3681,0.0,10
0,2,3743,0.0,16
0,2,3756,0.0,22
0,2,3786,0.0,6
0,2,3803,0.0,6
0,2,3816,0.0,4
0,2,3823,0.0,4
0,2,3891,0.0,4
0,2,3914,0.0,12
0,2,3925,0.0,14
0,2,3984,0.0,10
0,2,3993,0.0,2
0,2,4034,0.0,6
0,2,4046,0.0,10
0,2,4099,0.0,18
0,2,4117,0.0,8
0,2,4129,0.0,8
0,2,4144,0.0,22
0,2,4405,0.0,12
0,2,4436,0.0,8
0,2,4470,0.0,10
0,2,4607,0.0,14
0,2,4659,0.0,8
0,2,4678,0.0,10
0,2,4715,0.0,20
0,2,4733,0.0,4
0,2,4797,0.0,22
0,2,5008,0.0,14
0,2,5025,0.0,4
0,2,5031,0.0,6
0,2,5048,0.0,16
0,2,5051,0.0,4
0,2,5108,0.0,22
0,2,5222,0.0,12
0,2,5285,0.0,16
0,2,5374,0.0,14
0,2,5493,0.0,10
0,2,5531,0.0,20
0,2,5556,0.0,12
0,2,5620,0.0,14
0,2,5689,0.0,24
0,2,5693,0.0,6
0,2,5743,0.0,12
0,2,5878,0.0,8
0,2,5956,0.0,4
0,2,5972,0.0,26
0,2,5997,0.0,18
0,2,6018,0.0,4
0,2,6025,0.0,10
0,2,6034,0.0,20
